"index";"labourearnings";"age";"gender";"education";"maritalstatus";"lifesatisfaction"
37320;0;4;2;NA;NA;NA
37321;NA;NA;1;NA;NA;NA
37322;0;8;1;NA;NA;NA
37323;63000;46;1;2;1;8
37324;0;11;1;NA;NA;NA
37325;0;9;2;NA;NA;NA
37326;0;4;1;NA;NA;NA
37327;NA;20;1;NA;NA;NA
37328;112400;41;1;3;2;9
37329;0;59;2;2;1;8
37330;28400;59;2;2;1;7
37331;0;31;1;NA;NA;NA
37332;0;18;2;NA;2;9
37333;48000;59;1;2;4;6
37334;NA;47;1;NA;NA;NA
37335;11700;28;1;2;2;8
37336;0;25;2;NA;NA;NA
37337;0;15;2;NA;NA;NA
37338;57600;50;2;2;1;9
37339;0;48;1;1;1;8
37340;0;4;2;NA;NA;NA
37341;0;67;2;2;1;10
37342;NA;34;1;NA;2;6
37343;NA;58;1;NA;1;5
37344;54000;48;2;2;4;8
37345;NA;63;2;NA;NA;NA
37346;31800;52;2;3;1;8
37347;38831;53;2;3;1;8
37348;45000;42;1;2;2;6
37349;NA;42;2;2;1;9
37350;37720;52;2;2;4;8
37351;9422;56;2;2;4;5
37352;0;41;2;2;1;9
37353;0;44;1;1;1;8
37354;0;3;2;NA;NA;NA
37355;NA;57;1;2;5;9
37356;0;16;1;NA;NA;NA
37357;0;10;1;NA;NA;NA
37358;0;68;2;2;1;7
37359;0;56;2;1;1;10
37360;NA;36;1;NA;NA;NA
37361;81600;51;1;3;1;7
37362;33200;61;2;3;1;10
37363;5040;24;2;3;2;9
37364;0;4;2;NA;NA;NA
37365;0;16;2;NA;NA;NA
37366;NA;29;1;NA;NA;NA
37367;0;70;2;NA;NA;NA
37368;21000;55;1;2;4;8
37369;3e+05;48;1;3;1;9
37370;NA;31;1;NA;NA;NA
37371;NA;49;1;NA;NA;NA
37372;0;6;2;NA;NA;NA
37373;NA;22;2;2;2;4
37374;0;22;1;1;2;9
37375;120000;51;1;3;1;9
37376;0;16;2;NA;NA;NA
37377;58680;38;2;3;2;7
37378;66600;46;2;3;4;8
37379;0;31;2;NA;1;10
37380;NA;51;2;2;1;8
37381;NA;62;1;NA;NA;NA
37382;0;11;1;NA;NA;NA
37383;29000;26;1;2;2;9
37384;NA;31;1;NA;NA;NA
37385;NA;48;2;2;1;7
37386;0;38;1;1;1;5
37387;0;21;2;NA;NA;NA
37388;0;9;1;NA;NA;NA
37389;31800;43;2;3;1;8
37390;0;14;2;NA;NA;NA
37391;15600;54;2;2;2;6
37392;NA;63;1;2;1;8
37393;74450;46;1;3;1;8
37394;0;62;1;2;4;8
37395;0;78;2;3;3;4
37396;5954;36;2;2;1;10
37397;25400;24;2;1;2;5
37398;0;35;2;1;1;10
37399;28800;44;1;2;1;9
37400;0;70;1;3;1;7
37401;2160;70;2;2;2;9
37402;NA;55;2;2;1;8
37403;0;47;1;1;4;3
37404;0;20;2;1;1;8
37405;0;21;2;2;2;9
37406;10300;25;1;2;2;9
37407;28850;30;2;2;1;8
37408;0;15;1;NA;NA;NA
37409;0;11;1;NA;NA;NA
37410;5400;50;1;2;1;8
37411;19640;37;2;2;2;3
37412;62500;29;2;2;2;7
37413;0;56;1;3;1;6
37414;72000;53;2;3;1;8
37415;0;75;2;2;1;8
37416;NA;63;2;3;1;8
37417;0;12;1;NA;NA;NA
37418;NA;22;1;NA;2;9
37419;36000;30;2;2;1;9
37420;NA;48;1;NA;NA;NA
37421;0;51;2;3;5;5
37422;NA;62;2;3;1;5
37423;21514;23;1;2;2;9
37424;0;72;2;2;3;6
37425;40300;48;2;2;1;8
37426;0;7;2;NA;NA;NA
37427;0;14;1;NA;NA;NA
37428;NA;45;1;3;1;10
37429;6400;18;1;1;2;8
37430;0;7;1;NA;NA;NA
37431;0;72;2;2;1;8
37432;NA;NA;2;NA;NA;NA
37433;NA;NA;1;NA;NA;NA
37434;NA;60;1;NA;NA;NA
37435;0;69;2;3;1;7
37436;0;11;2;NA;NA;NA
37437;NA;25;2;NA;NA;NA
37438;0;71;1;2;1;9
37439;0;11;1;NA;NA;NA
37440;0;74;2;2;1;8
37441;46650;59;1;2;1;9
37442;33900;47;2;2;1;8
37443;0;9;1;NA;NA;NA
37444;0;54;1;NA;NA;NA
37445;0;55;2;2;1;7
37446;NA;44;1;3;1;7
37447;36000;32;2;2;2;9
37448;0;10;1;NA;NA;NA
37449;NA;47;1;3;4;9
37450;53050;36;1;2;1;8
37451;NA;28;1;2;2;7
37452;35950;44;1;2;2;10
37453;0;10;2;NA;NA;NA
37454;0;78;2;2;3;6
37455;0;36;1;1;1;6
37456;11250;35;1;3;2;5
37457;0;38;2;2;1;9
37458;0;10;2;NA;NA;NA
37459;0;16;2;NA;NA;NA
37460;2400;73;2;2;1;10
37461;960;19;2;2;2;7
37462;0;8;1;NA;NA;NA
37463;5400;36;2;2;1;4
37464;3e+05;65;1;3;1;8
37465;0;2;2;NA;NA;NA
37466;0;5;2;NA;NA;NA
37467;0;12;2;NA;NA;NA
37468;0;12;1;NA;NA;NA
37469;19360;33;1;2;4;7
37470;0;29;2;1;1;6
37471;5225;20;2;2;2;3
37472;0;15;2;NA;NA;NA
37473;0;84;1;3;3;7
37474;0;39;2;1;1;9
37475;0;40;2;NA;NA;NA
37476;8400;39;2;2;2;4
37477;0;38;2;NA;NA;NA
37478;0;31;1;3;2;6
37479;NA;43;1;2;1;8
37480;0;55;2;NA;NA;NA
37481;NA;53;1;2;1;8
37482;0;8;2;NA;NA;NA
37483;0;45;1;2;2;5
37484;0;8;1;NA;NA;NA
37485;0;6;1;NA;NA;NA
37486;0;17;1;NA;2;NA
37487;135;26;2;2;2;7
37488;0;83;2;NA;NA;NA
37489;0;2;2;NA;NA;NA
37490;0;69;2;2;3;8
37491;0;12;1;NA;NA;NA
37492;0;16;2;NA;NA;NA
37493;0;21;2;2;2;9
37494;0;18;1;NA;2;8
37495;0;70;1;NA;NA;NA
37496;NA;46;2;NA;NA;NA
37497;NA;54;2;NA;NA;NA
37498;36750;48;1;2;1;9
37499;2400;27;1;3;2;8
37500;10950;38;1;1;1;8
37501;0;13;1;NA;NA;NA
37502;0;76;1;1;3;8
37503;0;15;1;NA;NA;NA
37504;9200;20;1;1;2;7
37505;0;2;1;NA;NA;NA
37506;0;11;1;NA;NA;NA
37507;0;71;2;2;4;9
37508;0;16;1;NA;NA;NA
37509;66400;52;2;3;1;8
37510;0;3;1;NA;NA;NA
37511;0;10;1;NA;NA;NA
37512;NA;43;1;NA;NA;NA
37513;4850;21;2;2;2;8
37514;36384;50;2;3;1;9
37515;45450;56;2;2;1;10
37516;NA;2;2;NA;NA;NA
37517;0;67;1;2;4;8
37518;19700;33;1;1;1;0
37519;NA;38;1;NA;NA;NA
37520;NA;NA;2;NA;NA;NA
37521;NA;57;2;3;1;7
37522;0;40;2;3;1;8
37523;NA;6;1;NA;NA;NA
37524;3750;21;1;2;2;8
37525;0;12;1;NA;NA;NA
37526;0;83;1;2;1;7
37527;0;4;2;NA;NA;NA
37528;27600;47;1;2;1;5
37529;NA;40;2;NA;NA;NA
37530;NA;27;1;1;2;5
37531;0;11;1;NA;NA;NA
37532;0;76;2;3;1;7
37533;0;6;1;NA;NA;NA
37534;4212;39;1;1;4;9
37535;0;13;1;NA;NA;NA
37536;30000;56;1;2;1;8
37537;0;15;2;NA;NA;NA
37538;0;78;2;1;1;10
37539;59600;45;1;3;1;8
37540;7200;59;2;1;1;7
37541;0;5;1;NA;NA;NA
37542;NA;40;1;1;1;10
37543;0;77;2;2;3;8
37544;NA;30;1;2;2;7
37545;0;9;2;NA;NA;NA
37546;0;4;1;NA;NA;NA
37547;0;8;2;NA;NA;NA
37548;NA;53;2;NA;NA;NA
37549;NA;NA;1;NA;NA;NA
37550;6000;44;2;2;1;7
37551;NA;44;2;NA;NA;NA
37552;0;58;1;NA;NA;NA
37553;0;1;2;NA;NA;NA
37554;0;NA;1;NA;NA;NA
37555;NA;63;1;NA;NA;NA
37556;6600;38;1;NA;5;3
37557;240000;47;1;3;1;10
37558;0;23;1;3;2;8
37559;0;7;2;NA;NA;NA
37560;NA;47;2;2;1;7
37561;0;13;2;NA;NA;NA
37562;NA;35;1;2;2;7
37563;120000;68;2;2;1;10
37564;0;72;1;3;1;8
37565;26442;21;1;2;2;5
37566;0;84;2;1;3;8
37567;0;17;2;1;2;NA
37568;56640;39;1;2;1;8
37569;0;7;1;NA;NA;NA
37570;NA;70;1;3;1;8
37571;0;19;2;NA;NA;NA
37572;0;53;2;NA;NA;NA
37573;NA;20;1;1;2;8
37574;0;72;2;3;1;9
37575;NA;40;1;2;1;8
37576;5700;34;2;1;1;8
37577;27200;43;1;2;2;7
37578;52800;43;2;3;2;8
37579;62400;52;1;3;1;9
37580;0;15;1;NA;NA;NA
37581;0;35;1;NA;NA;NA
37582;15400;59;2;2;1;9
37583;0;26;1;3;1;7
37584;36300;27;2;2;2;8
37585;0;33;1;1;1;5
37586;NA;41;1;NA;NA;NA
37587;33750;36;1;1;1;10
37588;0;11;1;NA;NA;NA
37589;0;13;1;NA;NA;NA
37590;282000;51;1;3;1;9
37591;0;6;1;NA;NA;NA
37592;NA;55;2;1;1;7
37593;0;84;2;2;1;7
37594;0;10;1;NA;NA;NA
37595;0;16;2;NA;NA;NA
37596;31800;25;1;2;2;8
37597;0;13;1;NA;NA;NA
37598;0;14;1;NA;NA;NA
37599;0;16;1;NA;NA;NA
37600;0;1;1;NA;NA;NA
37601;NA;52;1;2;1;2
37602;240000;54;1;3;1;8
37603;32700;33;1;2;2;6
37604;4870;24;1;3;2;8
37605;NA;64;1;3;2;5
37606;NA;19;2;1;2;7
37607;31000;60;2;3;1;8
37608;0;72;1;NA;NA;NA
37609;0;14;2;NA;NA;NA
37610;NA;55;2;1;1;7
37611;92700;52;1;2;4;10
37612;29800;35;2;2;1;8
37613;0;58;1;2;1;5
37614;NA;43;2;1;4;2
37615;0;3;2;NA;NA;NA
37616;0;63;1;3;1;9
37617;0;15;2;NA;NA;NA
37618;24350;32;2;2;1;8
37619;14400;25;1;1;2;8
37620;0;4;2;NA;NA;NA
37621;0;10;2;NA;NA;NA
37622;65300;51;1;3;1;8
37623;0;48;1;2;2;7
37624;7090;21;2;1;2;3
37625;15644;56;2;2;1;7
37626;0;54;2;3;1;9
37627;0;35;2;NA;NA;NA
37628;81200;44;1;3;1;10
37629;37800;28;2;2;2;7
37630;0;77;2;1;1;10
37631;0;74;2;NA;1;10
37632;0;17;1;NA;2;NA
37633;0;11;1;NA;NA;NA
37634;0;35;2;1;1;9
37635;0;1;1;NA;NA;NA
37636;NA;29;2;1;1;8
37637;132000;49;1;2;5;5
37638;21910;25;2;2;1;8
37639;36000;35;1;3;2;7
37640;NA;20;2;NA;2;7
37641;0;47;1;1;1;7
37642;0;9;2;NA;NA;NA
37643;0;77;1;2;1;6
37644;72000;41;1;3;1;9
37645;1247;18;1;NA;2;10
37646;0;73;1;NA;NA;NA
37647;0;20;1;2;2;7
37648;0;1;1;NA;NA;NA
37649;0;12;2;NA;NA;NA
37650;0;69;2;2;3;5
37651;14300;44;2;2;1;7
37652;0;84;1;2;1;9
37653;0;34;2;2;1;8
37654;NA;30;1;NA;NA;NA
37655;27100;46;2;2;1;8
37656;36000;40;1;2;1;8
37657;0;14;2;NA;NA;NA
37658;NA;58;1;NA;NA;NA
37659;39600;48;1;3;1;8
37660;0;50;2;NA;NA;NA
37661;0;18;2;NA;2;7
37662;0;13;2;NA;NA;NA
37663;0;65;2;1;1;5
37664;24000;43;1;2;1;8
37665;0;3;1;NA;NA;NA
37666;0;11;2;NA;NA;NA
37667;648000;52;1;2;1;8
37668;0;16;1;NA;NA;NA
37669;0;18;2;NA;NA;NA
37670;NA;26;2;NA;NA;NA
37671;0;8;2;NA;NA;NA
37672;0;76;2;2;3;8
37673;0;1;1;NA;NA;NA
37674;12530;29;2;3;2;8
37675;0;30;1;1;2;5
37676;1000;38;1;3;1;8
37677;0;1;1;NA;NA;NA
37678;42980;26;2;2;1;8
37679;0;17;1;NA;NA;NA
37680;0;13;2;NA;NA;NA
37681;0;12;1;NA;NA;NA
37682;0;NA;2;NA;NA;NA
37683;0;16;1;NA;NA;NA
37684;4800;64;1;3;1;8
37685;0;5;2;NA;NA;NA
37686;0;7;1;NA;NA;NA
37687;96000;39;1;3;1;9
37688;26400;35;1;1;2;7
37689;0;16;1;NA;NA;NA
37690;13600;52;1;2;1;8
37691;0;3;1;NA;NA;NA
37692;0;2;1;NA;NA;NA
37693;0;16;2;NA;NA;NA
37694;NA;40;1;1;1;7
37695;NA;58;2;2;1;10
37696;NA;21;1;NA;NA;NA
37697;0;17;1;NA;2;NA
37698;0;12;2;NA;NA;NA
37699;64800;60;1;3;1;8
37700;0;5;2;NA;NA;NA
37701;0;7;1;NA;NA;NA
37702;NA;34;2;3;1;8
37703;0;75;2;2;1;6
37704;384000;46;1;3;1;8
37705;23700;52;2;1;5;9
37706;NA;50;2;NA;3;5
37707;0;4;2;NA;NA;NA
37708;NA;36;1;2;1;7
37709;NA;50;2;1;1;6
37710;0;71;2;2;1;5
37711;0;68;2;1;1;7
37712;NA;29;2;NA;1;10
37713;0;12;2;NA;NA;NA
37714;1800;24;1;3;2;6
37715;13850;30;2;2;2;7
37716;146000;54;2;3;1;8
37717;4300;24;2;3;2;8
37718;0;15;1;NA;NA;NA
37719;NA;32;1;3;2;6
37720;0;8;1;NA;NA;NA
37721;NA;49;1;2;1;8
37722;0;49;2;2;1;8
37723;NA;63;1;2;5;7
37724;0;16;1;NA;NA;NA
37725;0;22;2;2;2;9
37726;0;7;1;NA;NA;NA
37727;0;19;1;NA;2;9
37728;0;49;2;2;1;7
37729;0;66;1;2;2;8
37730;38700;57;2;2;1;9
37731;204000;44;2;3;4;10
37732;0;64;2;2;1;9
37733;0;32;1;1;2;7
37734;NA;41;1;1;1;6
37735;1350;70;1;2;1;8
37736;31200;29;2;2;2;9
37737;10300;31;2;2;1;7
37738;6000;22;1;1;2;6
37739;NA;NA;2;NA;NA;NA
37740;66000;48;1;3;1;7
37741;0;72;2;2;1;7
37742;42600;52;2;2;2;7
37743;24500;49;1;3;4;8
37744;73500;32;1;3;2;9
37745;13600;52;2;2;5;9
37746;0;14;1;NA;NA;NA
37747;NA;20;1;NA;NA;NA
37748;16800;31;1;1;2;6
37749;12000;66;2;2;1;2
37750;49140;31;1;2;2;7
37751;0;14;1;NA;NA;NA
37752;75400;47;1;3;1;8
37753;58930;48;1;3;1;8
37754;NA;18;2;NA;NA;NA
37755;0;15;1;NA;NA;NA
37756;0;16;1;NA;NA;NA
37757;0;67;2;2;2;8
37758;NA;20;2;2;2;6
37759;0;40;1;NA;NA;NA
37760;0;22;1;3;2;3
37761;0;2;1;NA;NA;NA
37762;59584;61;1;3;1;8
37763;24260;63;1;2;1;8
37764;0;12;1;NA;NA;NA
37765;38412;62;1;2;3;6
37766;0;12;2;NA;NA;NA
37767;NA;19;1;1;2;8
37768;108900;43;1;3;1;9
37769;0;1;1;NA;NA;NA
37770;0;44;1;3;5;5
37771;0;41;1;1;1;6
37772;0;1;1;NA;NA;NA
37773;8400;21;1;NA;2;4
37774;0;70;1;2;1;8
37775;12000;44;2;1;4;10
37776;0;10;1;NA;NA;NA
37777;0;5;1;NA;NA;NA
37778;NA;66;2;1;3;7
37779;52357;54;2;2;1;5
37780;NA;58;1;2;1;7
37781;26400;29;1;1;2;6
37782;NA;19;1;NA;NA;NA
37783;0;4;2;NA;NA;NA
37784;0;3;2;NA;NA;NA
37785;NA;14;2;NA;NA;NA
37786;23400;55;1;1;1;8
37787;0;15;2;NA;NA;NA
37788;0;20;2;2;2;9
37789;0;4;1;NA;NA;NA
37790;7350;19;1;1;2;10
37791;0;41;2;3;5;6
37792;NA;49;2;2;1;9
37793;0;70;1;3;4;6
37794;0;8;1;NA;NA;NA
37795;NA;13;1;NA;NA;NA
37796;0;21;1;NA;2;10
37797;54140;25;2;NA;2;7
37798;20000;37;1;1;2;8
37799;NA;52;2;NA;NA;NA
37800;NA;42;2;1;1;8
37801;0;39;2;1;4;5
37802;0;3;2;NA;NA;NA
37803;11700;35;2;3;1;7
37804;0;65;2;2;1;7
37805;20760;45;1;2;1;7
37806;12000;36;2;2;2;8
37807;0;44;2;1;1;5
37808;0;11;2;NA;NA;NA
37809;0;19;1;NA;NA;NA
37810;0;11;2;NA;NA;NA
37811;0;85;2;1;4;6
37812;0;18;2;NA;2;10
37813;0;10;2;NA;NA;NA
37814;0;4;1;NA;NA;NA
37815;0;17;1;NA;2;NA
37816;0;23;1;2;2;8
37817;57800;44;2;2;2;8
37818;0;6;2;NA;NA;NA
37819;0;5;2;NA;NA;NA
37820;0;16;2;NA;NA;NA
37821;5400;67;1;2;1;8
37822;0;15;2;NA;NA;NA
37823;85300;47;1;2;4;7
37824;0;61;2;3;1;10
37825;0;16;1;NA;NA;NA
37826;0;51;2;NA;NA;NA
37827;26200;60;1;2;1;5
37828;0;10;1;NA;NA;NA
37829;NA;39;1;NA;NA;NA
37830;NA;18;1;NA;NA;NA
37831;0;21;1;2;2;8
37832;0;8;1;NA;NA;NA
37833;NA;6;2;NA;NA;NA
37834;NA;38;2;NA;NA;NA
37835;NA;49;1;2;1;7
37836;NA;61;1;1;1;10
37837;5400;47;2;1;1;7
37838;NA;20;2;2;2;8
37839;1720;26;1;3;2;7
37840;NA;51;1;NA;NA;NA
37841;53400;50;1;2;1;5
37842;NA;55;1;NA;NA;NA
37843;0;21;2;1;2;6
37844;NA;44;1;1;1;8
37845;0;25;2;2;2;8
37846;23400;53;2;2;1;8
37847;29800;47;2;2;1;9
37848;0;71;1;3;1;10
37849;NA;18;2;NA;NA;NA
37850;0;76;1;3;1;6
37851;NA;42;2;2;1;9
37852;11950;59;1;3;1;8
37853;0;13;2;NA;NA;NA
37854;120000;62;1;2;1;8
37855;0;32;2;1;1;8
37856;0;16;2;NA;NA;NA
37857;0;14;1;NA;NA;NA
37858;0;72;2;3;3;7
37859;1344;57;2;3;4;7
37860;0;82;1;3;2;9
37861;0;3;1;NA;NA;NA
37862;0;40;1;1;2;8
37863;NA;NA;2;NA;NA;NA
37864;14400;62;2;2;5;7
37865;NA;45;2;NA;NA;NA
37866;0;3;1;NA;NA;NA
37867;49100;30;2;2;2;6
37868;0;35;1;2;2;8
37869;0;19;1;NA;2;8
37870;0;10;1;NA;NA;NA
37871;0;60;2;2;1;3
37872;15136;53;2;2;1;10
37873;0;67;1;2;1;8
37874;0;82;2;2;1;9
37875;5400;18;2;NA;2;5
37876;29000;62;2;2;3;7
37877;25400;57;1;2;4;8
37878;NA;NA;2;NA;NA;NA
37879;74800;39;2;3;2;10
37880;10800;45;2;2;4;7
37881;NA;53;2;NA;NA;NA
37882;56100;53;1;2;1;9
37883;22800;61;1;1;1;8
37884;14496;23;1;2;2;5
37885;0;46;1;1;1;2
37886;0;76;1;3;1;6
37887;46000;64;2;2;1;8
37888;0;22;1;NA;2;10
37889;0;10;2;NA;NA;NA
37890;61004;41;1;3;1;8
37891;0;16;2;NA;NA;NA
37892;0;19;1;NA;NA;NA
37893;NA;67;2;2;1;9
37894;0;65;1;2;1;5
37895;NA;49;2;1;1;10
37896;0;9;1;NA;NA;NA
37897;0;1;2;NA;NA;NA
37898;0;9;2;NA;NA;NA
37899;0;7;2;NA;NA;NA
37900;19784;51;2;2;1;8
37901;0;4;2;NA;NA;NA
37902;0;11;2;NA;NA;NA
37903;17900;30;1;3;2;9
37904;0;72;1;2;1;7
37905;NA;40;2;NA;NA;NA
37906;0;38;1;1;1;9
37907;NA;18;1;1;2;7
37908;21250;33;1;1;1;10
37909;0;82;2;1;3;5
37910;NA;27;1;NA;NA;NA
37911;10400;28;1;2;1;6
37912;NA;21;1;NA;NA;NA
37913;NA;49;1;NA;NA;NA
37914;NA;41;1;NA;NA;NA
37915;NA;26;2;NA;NA;NA
37916;NA;34;1;2;2;9
37917;0;20;2;NA;NA;NA
37918;0;2;1;NA;NA;NA
37919;0;15;1;NA;NA;NA
37920;NA;18;1;NA;NA;NA
37921;78000;49;1;3;1;8
37922;42000;63;1;2;1;5
37923;5400;66;2;2;4;3
37924;0;4;2;NA;NA;NA
37925;4800;47;2;2;1;4
37926;0;9;1;NA;NA;NA
37927;11130;18;1;1;2;1
37928;0;52;2;2;1;10
37929;5400;68;1;3;1;9
37930;12000;66;1;3;1;10
37931;0;84;1;1;3;6
37932;NA;62;2;2;4;9
37933;21840;49;2;2;2;7
37934;0;14;1;NA;NA;NA
37935;0;5;1;NA;NA;NA
37936;NA;77;1;2;1;10
37937;NA;39;2;2;4;8
37938;0;34;2;3;1;7
37939;0;14;1;NA;NA;NA
37940;0;15;2;NA;NA;NA
37941;13428;40;2;2;1;9
37942;6000;42;1;3;1;8
37943;0;0;1;NA;NA;NA
37944;3630;19;2;1;2;7
37945;NA;39;2;2;2;6
37946;0;27;2;NA;NA;NA
37947;NA;49;1;1;1;7
37948;30600;50;2;2;1;10
37949;0;63;2;NA;NA;NA
37950;3000;70;1;2;1;10
37951;0;2;1;NA;NA;NA
37952;NA;36;2;NA;NA;NA
37953;0;20;2;1;1;7
37954;0;5;1;NA;NA;NA
37955;NA;52;1;3;2;7
37956;54000;41;1;3;1;9
37957;3000;69;1;3;1;8
37958;NA;2;2;NA;NA;NA
37959;0;46;1;NA;NA;NA
37960;0;71;2;2;1;8
37961;14542;22;1;2;2;8
37962;0;17;2;NA;2;NA
37963;0;74;1;3;1;8
37964;NA;24;2;1;2;5
37965;5400;42;2;2;1;9
37966;0;13;1;NA;NA;NA
37967;0;68;1;1;4;4
37968;0;29;1;2;2;8
37969;27600;50;1;2;1;5
37970;9600;56;2;2;1;8
37971;60000;44;2;3;1;7
37972;0;4;1;NA;NA;NA
37973;NA;39;1;NA;NA;NA
37974;0;63;1;2;1;7
37975;39000;46;1;2;1;7
37976;0;84;1;1;1;5
37977;0;17;2;NA;2;NA
37978;0;26;2;1;5;6
37979;0;68;1;2;1;8
37980;0;13;1;NA;NA;NA
37981;0;79;1;2;3;5
37982;0;12;2;NA;NA;NA
37983;0;3;2;NA;NA;NA
37984;57600;56;1;3;1;4
37985;134700;58;1;3;4;7
37986;15600;34;2;2;1;9
37987;0;87;2;3;1;8
37988;17400;50;2;3;4;9
37989;0;4;2;NA;NA;NA
37990;0;73;1;1;1;7
37991;24552;40;2;2;1;7
37992;0;14;1;NA;NA;NA
37993;0;54;1;1;1;7
37994;26136;50;2;2;4;7
37995;0;22;1;2;2;8
37996;34800;59;2;2;4;8
37997;0;7;1;NA;NA;NA
37998;39600;56;1;2;1;3
37999;0;43;2;NA;NA;NA
38000;60000;50;2;2;1;9
38001;0;79;2;1;1;5
38002;120000;55;1;3;1;7
38003;0;10;1;NA;NA;NA
38004;27000;34;1;2;2;8
38005;15600;41;2;2;2;8
38006;NA;43;2;1;1;7
38007;0;7;1;NA;NA;NA
38008;0;77;2;2;1;9
38009;0;50;2;2;4;7
38010;0;6;2;NA;NA;NA
38011;0;38;2;NA;1;10
38012;39716;43;1;2;1;5
38013;20500;38;2;3;1;7
38014;0;53;2;NA;NA;NA
38015;0;68;1;3;2;8
38016;0;96;2;2;3;9
38017;21150;45;1;2;2;7
38018;0;64;1;2;4;6
38019;72400;56;1;3;1;9
38020;28800;43;1;1;1;8
38021;NA;22;1;NA;NA;NA
38022;NA;20;2;2;2;8
38023;0;15;1;NA;NA;NA
38024;NA;NA;2;NA;NA;NA
38025;0;74;2;2;1;10
38026;74600;31;1;2;1;9
38027;0;15;2;NA;NA;NA
38028;0;24;2;1;4;10
38029;0;12;2;NA;NA;NA
38030;NA;8;1;NA;NA;NA
38031;0;46;1;1;1;8
38032;0;71;1;3;1;8
38033;0;8;1;NA;NA;NA
38034;0;36;2;2;1;9
38035;35100;43;1;2;1;7
38036;2400;63;1;2;1;7
38037;0;10;2;NA;NA;NA
38038;3600;59;2;2;1;5
38039;0;17;1;NA;2;NA
38040;9900;19;1;1;2;6
38041;90000;40;1;3;1;8
38042;0;15;1;NA;NA;NA
38043;2500;60;2;2;1;8
38044;0;53;2;NA;NA;NA
38045;0;9;2;NA;NA;NA
38046;0;9;2;NA;NA;NA
38047;0;10;1;NA;NA;NA
38048;86800;38;1;3;1;8
38049;0;37;2;2;1;10
38050;NA;20;1;2;2;8
38051;NA;28;1;2;1;10
38052;0;55;2;1;5;2
38053;0;13;1;NA;NA;NA
38054;0;65;2;1;1;8
38055;49100;42;1;2;1;9
38056;42800;42;2;3;4;8
38057;39400;38;1;1;1;8
38058;38268;56;1;3;1;9
38059;33400;55;1;2;2;8
38060;NA;24;2;2;2;10
38061;NA;22;2;NA;NA;NA
38062;NA;57;1;NA;NA;NA
38063;0;71;1;3;1;7
38064;0;8;2;NA;NA;NA
38065;NA;22;1;1;2;7
38066;42408;43;2;2;1;8
38067;NA;21;2;NA;NA;NA
38068;40300;60;1;2;1;8
38069;0;52;2;NA;5;3
38070;54000;40;1;3;1;8
38071;24000;48;2;1;1;8
38072;NA;32;2;NA;2;5
38073;42200;46;1;2;1;9
38074;31000;55;1;3;1;8
38075;NA;58;2;NA;NA;NA
38076;5400;57;2;2;1;7
38077;5400;64;2;3;1;8
38078;0;10;1;NA;NA;NA
38079;14400;28;2;2;2;7
38080;0;4;2;NA;NA;NA
38081;NA;61;2;2;1;8
38082;0;40;2;1;1;8
38083;0;8;2;NA;NA;NA
38084;43800;41;1;3;1;9
38085;NA;34;1;NA;NA;NA
38086;NA;27;1;1;2;3
38087;0;1;2;NA;NA;NA
38088;9200;21;2;1;2;10
38089;0;19;2;1;2;7
38090;0;41;2;3;1;8
38091;0;75;1;1;1;8
38092;NA;22;1;1;2;7
38093;5430;34;2;2;4;5
38094;0;13;1;NA;NA;NA
38095;144000;53;1;2;1;9
38096;0;11;2;NA;NA;NA
38097;NA;65;2;NA;NA;NA
38098;NA;46;1;NA;NA;NA
38099;0;46;2;2;1;10
38100;0;37;2;1;1;5
38101;0;18;2;NA;2;8
38102;0;11;2;NA;NA;NA
38103;119400;52;1;3;1;7
38104;37160;32;2;2;1;8
38105;0;10;1;NA;NA;NA
38106;0;11;2;NA;NA;NA
38107;0;77;1;2;1;9
38108;0;77;2;3;1;8
38109;0;64;1;2;2;6
38110;0;37;1;NA;1;7
38111;44700;51;1;2;1;8
38112;0;4;1;NA;NA;NA
38113;0;16;2;NA;NA;NA
38114;0;7;2;NA;NA;NA
38115;NA;52;2;2;4;8
38116;0;4;1;NA;NA;NA
38117;NA;54;1;NA;NA;NA
38118;0;41;1;1;1;7
38119;0;8;1;NA;NA;NA
38120;0;16;1;NA;NA;NA
38121;0;77;1;NA;2;9
38122;0;12;1;NA;NA;NA
38123;35250;31;1;1;1;7
38124;0;12;1;NA;NA;NA
38125;0;11;1;NA;NA;NA
38126;0;17;1;NA;2;NA
38127;0;38;1;2;1;8
38128;7340;20;1;1;2;6
38129;0;51;2;3;3;5
38130;NA;54;1;3;1;7
38131;0;16;2;NA;NA;NA
38132;22800;31;2;2;2;7
38133;42400;26;1;1;5;9
38134;31600;46;2;2;1;7
38135;50556;58;1;2;4;10
38136;0;0;2;NA;NA;NA
38137;NA;64;2;NA;NA;NA
38138;0;4;2;NA;NA;NA
38139;89600;30;1;3;1;9
38140;37000;61;1;3;4;8
38141;0;17;1;NA;NA;NA
38142;0;17;1;NA;NA;NA
38143;40400;37;1;2;1;10
38144;NA;54;2;3;1;8
38145;NA;38;2;3;2;3
38146;0;6;1;NA;NA;NA
38147;0;74;1;NA;NA;NA
38148;49500;36;1;2;2;7
38149;0;13;2;NA;NA;NA
38150;0;36;2;3;5;6
38151;0;10;1;NA;NA;NA
38152;NA;2;2;NA;NA;NA
38153;0;10;2;NA;NA;NA
38154;9048;48;2;2;1;8
